Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
Comercializadora Zenta Group SPA,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,🔴 Gap (0 DRP / 1 wkls)
Comercializadora Zenta Group SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,2,2,🟢 Ready (2 profiles)
Comercializadora Zenta Group SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,2,2,🟢 Ready (2 profiles)
Comercializadora Zenta Group SPA,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Application Modernization,"Migrate, Modernize and Build",Cloud Run,1,1,2,🟢 Ready (2 profiles)
Tech Pulse SPA (Axmos),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,1,4,5,🟢 Ready (5 profiles)
Tech Pulse SPA (Axmos),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,3,3,🟡 Constrained (3 DRP / 4 wkls)
Tech Pulse SPA (Axmos),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,5,5,🟢 Ready (5 profiles)
Tech Pulse SPA (Axmos),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise for Customer Experience,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,5,5,🟢 Ready (5 profiles)
Tech Pulse SPA (Axmos),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,1,1,🟢 Ready (1 profiles)
Tech Pulse SPA (Axmos),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,5,5,🟢 Ready (5 DRP / 5 wkls)
Tech Pulse SPA (Axmos),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,5,5,🟢 Ready (5 DRP / 1 wkls)
Tech Pulse SPA (Axmos),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,1,6,7,🟢 Ready (7 profiles)
Tech Pulse SPA (Axmos),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,3,3,6,🟢 Ready (6 profiles)
Tech Pulse SPA (Axmos),Data & Analytics,The AI Ready Data Cloud,BigQuery,1,6,7,🟢 Ready (7 DRP / 4 wkls)
Tech Pulse SPA (Axmos),Data & Analytics,The AI Ready Data Cloud,Dataflow,3,3,6,🟢 Ready (6 profiles)
Tech Pulse SPA (Axmos),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Data & Analytics,The AI Ready Data Cloud,Looker,,1,1,🟢 Ready (1 profiles)
Tech Pulse SPA (Axmos),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,5,1,6,🟢 Ready (6 profiles)
Tech Pulse SPA (Axmos),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,1,3,4,🟢 Ready (4 profiles)
Tech Pulse SPA (Axmos),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Databases,The AI Ready Data Cloud,Cloud SQL,5,1,6,🟢 Ready (6 DRP / 1 wkls)
Tech Pulse SPA (Axmos),Databases,The AI Ready Data Cloud,Spanner,1,3,4,🟢 Ready (4 profiles)
Tech Pulse SPA (Axmos),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,3,3,🟢 Ready (3 profiles)
Tech Pulse SPA (Axmos),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,3,4,7,🟢 Ready (7 DRP / 1 wkls)
Tech Pulse SPA (Axmos),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,8,6,14,🟢 Ready (14 profiles)
Tech Pulse SPA (Axmos),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,10,4,14,🟢 Ready (14 profiles)
Tech Pulse SPA (Axmos),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Tech Pulse SPA (Axmos),Security,Agentic Defense with Google Security,Security Command Center,3,3,6,🟢 Ready (6 profiles)
Tech Pulse SPA (Axmos),Security,Agentic Defense with Google Security,Security Operations,2,1,3,🟢 Ready (3 profiles)
Tech Pulse SPA (Axmos),Security,Secure Innovation with Google Cloud,Cloud Security,8,2,10,🟢 Ready (10 profiles)
Tech Pulse SPA (Axmos),Workspace,Agentic Workplace Transformation,Workspace,,2,2,🟢 Ready (2 profiles)
Devaid SPA,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Devaid SPA,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Devaid SPA,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,1,1,2,🟢 Ready (2 DRP / 1 wkls)
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,1,1,🟢 Ready (1 DRP / 1 wkls)
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise for Customer Experience,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,1,1,🟢 Ready (1 DRP / 1 wkls)
Devaid SPA,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,1,1,🟡 Constrained (1 DRP / 13 wkls)
Devaid SPA,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,1,1,🟡 Constrained (1 DRP / 3 wkls)
Devaid SPA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,8,3,11,🟢 Ready (11 profiles)
Devaid SPA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,3,5,8,🟢 Ready (8 profiles)
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,BigQuery,8,3,11,🟢 Ready (11 DRP / 3 wkls)
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,Dataflow,3,5,8,🟢 Ready (8 profiles)
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,Looker,1,1,2,🟢 Ready (2 profiles)
Devaid SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Devaid SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Devaid SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Devaid SPA,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Devaid SPA,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Devaid SPA,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,1,,1,🟢 Ready (1 profiles)
Devaid SPA,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Devaid SPA,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Devaid SPA,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Devaid SPA,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Devaid SPA,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Devaid SPA,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,🔴 Gap (0 DRP / 1 wkls)
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise for Customer Experience,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 3 wkls)
UCLOUD STORE COLOMBIA S A S,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,🔴 Gap (0 DRP / 3 wkls)
UCLOUD STORE COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 1 wkls)
UCLOUD STORE COLOMBIA S A S,Databases,The AI Ready Data Cloud,Cloud SQL,,,,🔴 Gap (0 DRP / 1 wkls)
UCLOUD STORE COLOMBIA S A S,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
UCLOUD STORE COLOMBIA S A S,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,1,1,🟢 Ready (1 profiles)
TIVIT COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise for Customer Experience,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
TIVIT COLOMBIA S A S,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
TIVIT COLOMBIA S A S,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
TIVIT COLOMBIA S A S,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,1,4,5,🟢 Ready (5 profiles)
TIVIT COLOMBIA S A S,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,1,1,🟢 Ready (1 profiles)
TIVIT COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,BigQuery,1,4,5,🟢 Ready (5 profiles)
TIVIT COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,Dataflow,,1,1,🟢 Ready (1 profiles)
TIVIT COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,1,2,3,🟢 Ready (3 profiles)
TIVIT COLOMBIA S A S,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 1 wkls)
TIVIT COLOMBIA S A S,Databases,The AI Ready Data Cloud,Cloud SQL,1,2,3,🟢 Ready (3 profiles)
TIVIT COLOMBIA S A S,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,2,2,🟢 Ready (2 profiles)
TIVIT COLOMBIA S A S,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,4,2,6,🟢 Ready (6 profiles)
TIVIT COLOMBIA S A S,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,2,2,🟢 Ready (2 profiles)
TIVIT COLOMBIA S A S,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,5,1,6,🟢 Ready (6 profiles)
TIVIT COLOMBIA S A S,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,6,1,7,🟢 Ready (7 profiles)
TIVIT COLOMBIA S A S,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Security,Agentic Defense with Google Security,Security Command Center,5,,5,🟢 Ready (5 profiles)
TIVIT COLOMBIA S A S,Security,Agentic Defense with Google Security,Security Operations,5,,5,🟢 Ready (5 profiles)
TIVIT COLOMBIA S A S,Security,Secure Innovation with Google Cloud,Cloud Security,5,,5,🟢 Ready (5 profiles)
TIVIT COLOMBIA S A S,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Application Modernization,"Migrate, Modernize and Build",Cloud Run,1,1,2,🟢 Ready (2 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,4,1,5,🟢 Ready (5 DRP / 4 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,1,1,🟡 Constrained (1 DRP / 8 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 4 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise for Customer Experience,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,1,1,🟢 Ready (1 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 21 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 4 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,1,1,🟢 Ready (1 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,1,,1,🟢 Ready (1 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Data & Analytics,The AI Ready Data Cloud,BigQuery,,1,1,🟡 Constrained (1 DRP / 8 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Data & Analytics,The AI Ready Data Cloud,Dataflow,1,,1,🟢 Ready (1 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,1,2,3,🟢 Ready (3 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 1 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Databases,The AI Ready Data Cloud,Cloud SQL,1,2,3,🟢 Ready (3 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Databases,The AI Ready Data Cloud,Spanner,,,,🔴 Gap (0 DRP / 1 wkls)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,2,2,4,🟢 Ready (4 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,5,1,6,🟢 Ready (6 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
VPN Soluçoes em TI LTDA (Venha para Nuvem),Security,Agentic Defense with Google Security,Security Command Center,2,,2,🟢 Ready (2 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Security,Agentic Defense with Google Security,Security Operations,3,1,4,🟢 Ready (4 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Security,Secure Innovation with Google Cloud,Cloud Security,,1,1,🟢 Ready (1 profiles)
VPN Soluçoes em TI LTDA (Venha para Nuvem),Workspace,Agentic Workplace Transformation,Workspace,4,2,6,🟢 Ready (6 profiles)
MadeinWeb S/A,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
MadeinWeb S/A,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
MadeinWeb S/A,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,🔴 Gap (0 DRP / 2 wkls)
MadeinWeb S/A,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,2,2,🟡 Constrained (2 DRP / 8 wkls)
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,4,,4,🟡 Constrained (4 DRP / 7 wkls)
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise for Customer Experience,,,,⚪ No Active Demand
MadeinWeb S/A,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 profiles)
