Production Date Alert Legend (Workloads in Stage 0-2 or 3),,,,,,,,,,,,,,,,,
Days Remaining (Production Date),Risk Level,Alert Criteria / Stage,,,,,,,,,,,,,,,
0 to 14 days (or overdue),🔴 Critical,Production Date <= 14 days in Stage 0-2 or 3,,,,,,,,,,,,,,,
15 to 30 days,🌸 High,Production Date 15-30 days in Stage 0-2 or 3,,,,,,,,,,,,,,,
31 to 45 days,🟡 Medium,Production Date 31-45 days in Stage 0-2 or 3,,,,,,,,,,,,,,,
> 45 days (or Stage >= 4),⚪ Normal,Standard Timeline / Delivery,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Partner Name,Customer Account Name,Account Tier,Workload Name,Capacity Status (DRP Readiness),Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Sales Play,Workload Solution,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD),Last Touch,Link
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVyLmQAK/view"", ""Cooperativa del Personal de la Universidad de Chile Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082SNbOAM/view"", ""Copeuch - WL Gem.Enterprise - Axmos"")",🟢 Ready (3 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N5v1OIAR/view"", ""Copeuch - Gemin Enterprise - Axmos"")",,Corporate,MCO CORP SUR,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2026-08-10,2026-11-30,"40,000.00",24 - Aug,Sebas bravos hizo un ping
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002RRZSjQAP/view"", ""Grupo Celima Trebol"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082R4sOAE/view"", ""Celima | Data Analytics BQ"")",🟢 Ready (7 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OSjrAIAT/view"", ""grupo Celima#GCP #Data Analitica"")","ER-496430, ER-506715",Corporate,MCO CORP CCA,Analytics,,,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-31,"50,000.00",24 - Aug,Levantando info para hacer una PoC para esta PoC el cliente esta haciendo una RFP
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duolOAA/view"", ""CCA Vertex AI para desarrollo"")",🟢 Ready (5 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NftrQIAR/view"", ""CCA Iniciativas AI"")",,Corporate,MCO CORP SUR,Build with AI,"Your Business, Your Models",Agent and Model Platform,0-2: Tech Eval/Solution Dev,2026-09-09,2026-11-25,"105,000.00",24 - Aug,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumgOAA/view"", ""Seguridad ambiente productivo CCA"")",🟢 Ready (10 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Nfs0eIAB/view"", ""CCA Seguridad ambientes productivos"")",,Corporate,MCO CORP SUR,Security,Security,Security Workload,0-2: Tech Eval/Solution Dev,2026-11-19,2027-03-18,"85,000.00",24 - Aug,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dunOOAQ/view"", ""Data Analytics CCA"")",🟢 Ready (7 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfshjIAB/view"", ""CCA Data Analytics"")",,Corporate,MCO CORP SUR,Analytics,"Migrate, Modernize, and Build with Data Cloud (Analytics)",Migrate Data Warehouses to BigQuery,0-2: Tech Eval/Solution Dev,2026-10-15,2026-11-25,"65,000.00",24 - Aug,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMxFUQA0/view"", ""Mudango"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tKspOAE/view"", ""Incremental Revenue Axmos"")",🔴 Capacity Gap (0 DRP Profiles),,,Corporate,MCO CORP SUR,,,,4.3: Migrated/Implemented,2025-08-20,2025-09-01,"24,000.00",,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oWeTOAU/view"", ""Tenpo -  SCC Premium"")",🟢 Ready (10 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhzarIAB/view"", ""Tenpo B2C#GCP#Cloud Identity Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000001189WKAQ/view"", ""ER-395703"")",Corporate,MCO CORP SUR,Security,Secure Innovation with Google Cloud,Security Workload,4.3: Migrated/Implemented,2026-03-10,2026-04-29,"25,000.00",,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hefCEQAY/view"", ""Chazki"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829NwOAI/view"", ""Chazki - Azure to GCP"")",🟢 Ready (14 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KpCE1IAN/view"", ""CHAZKI CLOUD CONSOLIDATION (AWS+Azure) #INFRAMOD"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,"Migrate, Modernize and Build",Mainframe,4.3: Migrated/Implemented,2025-08-04,2025-10-27,"15,000.00",,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUJKOA4/view"", ""parter interconnect - PIT"")",🟢 Ready (13 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kglv2IAB/view"", ""CCA - Partner inteconnect"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtxKAC/view"", ""ER-353359"")",Corporate,MCO CORP SUR,Networking,,,4.3: Migrated/Implemented,2025-03-27,2025-03-30,"18,000.00",,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8kDOAS/view"", ""Managed Database Tenpo"")",🟢 Ready (6 DRP Profiles),"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JBvL8IAL/view"", ""Tenpo Database Migration Azure SQL to Manage Database #LAM"")",,Corporate,MCO CORP SUR,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Apigee)","Modernize Legacy Databases (Heterogeneous - SQL Server, Oracle etc.)",4.3: Migrated/Implemented,2025-02-20,2025-04-20,"240,000.00",,
